名字,题目,选项1,选项2,选项3,选项4
2001：太空漫游,关于《2001：太空漫游》这本小说，鲍曼在太空中度过了几个月的时间？,半年,几个月,几周,一年
2001：太空漫游,关于《2001：太空漫游》这本小说，鲍曼最终进入了一个什么样的空间？,黑洞,无限延伸的宇宙空间,一个完全白色的空间,空间站
2001：太空漫游,关于《2001：太空漫游》这本小说，故事的结局中，星童做出了什么举动？,引爆了核弹,返回地球,进入黑洞,探索地球
傲慢与偏见,关于《傲慢与偏见》这本小说，伊丽莎白·班奈特与柯林斯先生的婚姻动机是什么？,为了得到贝内特家的财产,为了提高社会地位,为了满足班奈特太太的期望,
傲慢与偏见,关于《傲慢与偏见》这本小说，为什么伊丽莎白对柯林斯先生的求婚表示拒绝？,柯林斯先生没有真心爱她,她爱上了达西先生,柯林斯先生条件不符合她的期望,她对贝内特家的情况感到厌倦
傲慢与偏见,关于《傲慢与偏见》这本小说，为什么达西帮助丽迪亚并与她结婚？,为了得到贝内特家的财产,出于责任心和尽责,为了破坏伊丽莎白的幸福,出于社会压力和传统习惯
傲慢与偏见,关于《傲慢与偏见》这本小说，班奈特太太为何要把女儿嫁给有钱绅士？,为了提高女儿的社会地位,为了追求真爱,为了保住家族的财产,为了满足社会期望
傲慢与偏见,关于《傲慢与偏见》这本小说，为什么伊丽莎白拒绝了达西的第一次求婚？,因为她已经订婚,因为她不喜欢达西,因为她觉得他傲慢和无礼,因为她害怕结婚
傲慢与偏见,关于《傲慢与偏见》这本小说，柯林斯先生为什么开始向夏洛特·卢卡斯求婚？,因为夏洛特对他的财产有兴趣,因为他们是青梅竹马,因为他受到班奈特太太的压力,因为他爱上了夏洛特
悲惨世界,关于《悲惨世界》这本小说，冉阿让在碉堡中救下了谁的性命？,马吕斯,伽弗洛什,沙威,沙威
悲惨世界,关于《悲惨世界》这本小说，冉阿让为何要假扮成国民警卫队员？,为了逃避法律制裁,为了保护马吕斯,为了迷惑强盗,为了寻找新生活
悲惨世界,关于《悲惨世界》这本小说，为什么德纳第一家要勒索冉阿让？,为了报仇,为了支付债务,为了买更多食物,为了给阿兹玛买礼物
悲惨世界,关于《悲惨世界》这本小说，冉阿让为何在碉堡中释放了沙威？,想挽救沙威的生命,为了让沙威帮助他逃脱,出于人道主义,为了误导攻击者
悲惨世界,关于《悲惨世界》这本小说，为什么马吕斯对冉阿让感到震惊？,冉阿让是他的父亲,冉阿让是他的兄弟,冉阿让是他的好友,冉阿让是他的敌人
悲惨世界,关于《悲惨世界》这本小说，为什么德纳第一家向冉阿让勒索钱财？,为了逃离法国,为了给爱潘妮买礼物,为了拯救破产的生意,为了实现自己的野心
冰与火之歌,关于《冰与火之歌》这本小说，哪位角色在黎明之战中击退异鬼？,伊里斯二世,劳勃·拜拉席恩,丹妮莉丝·坦格利安,多恩亲王
冰与火之歌,关于《冰与火之歌》这本小说，谁领导了贵族联盟击败了坦格利安族的军队？,谁领导了贵族联盟击败了坦格利安族的军队？,伊里斯二世,丹妮莉丝·坦格利安,艾德·史塔克
灿烂千阳,关于《灿烂千阳》这本小说，莱拉和玛黎安在面对拉希德的凌虐时采取了怎样的行为？,反抗和逃跑,寻求帮助,忍受并忠实侍奉,向社会求助
东方快车谋杀案,关于《东方快车谋杀案》这本小说，谋杀案的真相揭示后，谁最终承认了犯罪？,赫伯德夫人,赫克特·麦奎恩,安卓尼伯爵,玛丽·德本汉
东方快车谋杀案,关于《东方快车谋杀案》这本小说，根据事件描述，谁可能是事件的真凶，为了伸张正义参与了谋杀案？,赫伯德夫人（琳达·亚登）,赫克特·麦奎恩,康斯坦丁博士,皮埃尔·米歇尔
恶意,关于《恶意》这本小说，加贺刑警参考了谁的笔记来办案？,野野口修,日高邦彦,自己的笔记,邻居的笔记
恶意,关于《恶意》这本小说，为何加贺刑警回忆起校园霸凌？,杀人案件有关,日高邦彦的作品涉及校园霸凌,野野口修提及,加贺刑警曾是校园霸凌的受害者
恶意,关于《恶意》这本小说，日高邦彦为何计划移居加拿大？,逃避债务,追求事业,为了家庭幸福,因犯罪事实
恶意,关于《恶意》这本小说，野野口修为何辞去教职？,进军儿童文学领域,日高邦彦的推荐,教师职业不满意,薪资待遇较低
弗兰肯斯坦,关于《弗兰肯斯坦》这本小说，VictorFrankenstein采取了什么行动导致怪物的创造？,挖掘坟墓寻找尸体,研究自然界的生命过程,利用电力进行实验,组合各种动植物的器官
弗兰肯斯坦,关于《弗兰肯斯坦》这本小说，VictorFrankenstein在创造怪物时受到哪种科学启示,化学原理,生物学理论,电力学原理,天文学知识
弗兰肯斯坦,关于《弗兰肯斯坦》这本小说，VictorFrankenstein制造怪物时的动机主要是什么？,获得无限权力,恢复逝去的爱,提高社会地位,实现科学突破
哈利波特,关于《哈利波特》这本小说，哈利波特在11岁生日那天得知他是一名巫师的消息是通过谁告诉他的？,魔法部长,荣恩·卫斯理,鲁霸·海格,邓布利多
哈利波特,关于《哈利波特》这本小说，哈利发现了一本神秘的日记和一间神秘的密室。这本日记的内容和密室有什么关联？,日记可以打开密室,密室里藏有日记,日记是密室的钥匙,日记和密室无关
哈利波特,关于《哈利波特》这本小说，哈利和朋友们被委托寻找并摧毁佛地魔的什么,分灵体,哈格力,乌拉·皮德哥,七巫器
哈利波特,关于《哈利波特》这本小说，哈利、荣恩和妙丽在霍格华兹对抗佛地魔，试图摧毁什么？,三巫斗法大赛奖杯,分灵体,灵魂石,魔法杖
荒原狼,关于《荒原狼》这本小说，哈瑞·黑勒在魔术剧场中对机器采取了什么行为？,调和与友好,开战,拆除,逃离
荒原狼,关于《荒原狼》这本小说，为什么哈瑞·黑勒杀了赫尔米娜？,妒忌她与巴布罗的关系,恐惧她背叛自己,试图解决自己的内心矛盾,受到魔术剧场的影响
活着,关于《活着》这本小说，徐福贵一家遭遇了多次不幸，导致家庭破裂。这些不幸事件的主要原因是什么？,疾病和灾难,社会不公平,家庭矛盾,贫困和赌博
活着,关于《活着》这本小说，徐福贵的儿子有庆是如何离世的？,被医疗失误导致,被车祸撞死,遭黑心医生抽血致死,疾病逐渐恶化而死
叫魂,关于《叫魂》这本小说，在妖术事件发生时，民间出现了怎样的行为？,担心疫情爆发,进行自发的对妖术的惩罚行为,参与政府调查,支持施法者
叫魂,关于《叫魂》这本小说，妖术谣言如何迅速传播,通过社交媒体的传播,通过官方通告,通过口耳相传,通过电视广告
叫魂,关于《叫魂》这本小说，为什么妖术谣言能够在中国各地迅速传播？,因为媒体广泛报道,因为政府宣传,因为社交网络传播,因为人们口口相传
教父,关于《教父》这本小说，麦可·柯里昂在筵席间刺杀了哪两位人物？,毒贩和维托·柯里昂,警长和桑尼,维托·柯里昂和桑尼,毒贩和警长
教父,关于《教父》这本小说，维托·柯里昂的父亲被谁刺杀？,毒贩,麦可·柯里昂,警长,桑尼
解忧杂货店,关于《解忧杂货店》这本小说，克郎为什么对披头四的音乐产生了兴趣？,他的父亲是披头四的粉丝,他梦想成为歌手,他是披头四的成员,他的朋友推荐给他
解忧杂货店,关于《解忧杂货店》这本小说，为什么雄治突然决定关店并与贵之同住？,因为店面经营不好,贵之请求的原因,家庭原因,健康原因
解忧杂货店,关于《解忧杂货店》这本小说，为什么贵之回到老家浪矢杂货店？,寻找音乐灵感,寻找童年回忆,躲避困难,解决家庭问题
解忧杂货店,关于《解忧杂货店》这本小说，克郎为什么感到动摇并向浪矢杂货店求助？,因为无法实现音乐梦想,因为父亲生意失败,因为失恋,因为家庭矛盾
解忧杂货店,关于《解忧杂货店》这本小说，为什么克郎选择离开父母展开新人生？,他和父母关系破裂,他想追求音乐梦想,他找到了新的家庭,他受到了儿童院的影响
金色梦乡,关于《金色梦乡》这本小说，事件中起到帮助雅春逃脱的角色是谁？,森田森吾,樋口晴子,保土之谷康志,小野一夫
了不起的盖茨比,关于《了不起的盖茨比》这本小说，盖茨比为什么举办豪华宴会，但很少露面？,为了显示社交地位和财富,喜爱狂欢派对,因为他害羞,不善于社交
了不起的盖茨比,关于《了不起的盖茨比》这本小说，梅耶·沃尔夫西恩,盖茨比,汤姆·布坎南,尼克·卡拉威,自己的失误
了不起的盖茨比,关于《了不起的盖茨比》这本小说，尼克·卡拉威最终做出了怎样的决定？,离开纽约回到老家,帮助盖茨比逃避法律,告发黛西的罪行,继续在纽约生活
陆犯焉识,关于《陆犯焉识》这本小说，丹丹为阻止父母相见采取了怎样的行动？,暗中联系冯婉瑜,假装病重,离家出走,刻意避免谈论陆焉识
陆犯焉识,关于《陆犯焉识》这本小说，文革结束后，陆焉识回家的目的主要是？,寻找妻子,寻找女儿,重新追求自己的梦想,接受家庭的新现实
麦琪的礼物,关于《麦琪的礼物》这本小说，为了买礼物，麦琪做出了什么牺牲？,卖掉头发,卖掉戒指,卖掉衣服,卖掉家里的家具
麦琪的礼物,关于《麦琪的礼物》这本小说，麦琪的丈夫为了买礼物做了什么？,卖掉衣服,卖掉头发,卖掉手表,卖掉发梳
麦琪的礼物,关于《麦琪的礼物》这本小说，麦琪和她丈夫为什么要买礼物？,她们喜欢购物,耶诞节习俗要求,表达对对方的爱,社会压力驱使
美丽新世界,关于《美丽新世界》这本小说，在文明社会中，人们如何处理情感和情绪？,通过宗教仪式,通过家庭关系,通过服用索麻,通过心理治疗
美丽新世界,关于《美丽新世界》这本小说，为了维持社会的稳定，文明社会采取了什么措施来限制个人的思考和情感？,禁止阅读书籍,强制进行心理操控,每周举行宗教仪式,鼓励独立思考
美丽新世界,关于《美丽新世界》这本小说，野蛮人约翰最终选择了什么结局？,成为文明社会的领袖,自杀,返回马尔白斯部落,加入反抗组织
面纱,关于《面纱》这本小说，为什么Walter决定搬到霍乱肆虐的农乡？,逃避法律追捕,惩罚妻子Kitty,开展细菌学研究,寻找更好的生活环境
面纱,关于《面纱》这本小说，KittyFane为什么选择搭上英国外交官？,寻找真爱,逃避婚姻困厄,获得财富与地位,实现职业理想
尼罗河上的惨案,关于《尼罗河上的惨案》这本小说，西蒙和杰奎琳的共谋是为了什么目的？,保护琳奈,谋取琳奈的财产,寻求波洛的帮助,逃避法律追求
尼罗河上的惨案,关于《尼罗河上的惨案》这本小说，为了掩饰犯罪，杰奎琳犯下了什么两起命案？,枪击西蒙、刺杀琳奈,毒杀西蒙、溺死琳奈,刺杀露易丝、枪击奥特本夫人,毒杀西蒙、枪击露易丝
孽子,关于《孽子》这本小说，李青被父亲赶出家门的原因是什么？,与同学发生冲突,与学校职工发生关系,偷窃家里财物,逃学不归
孽子,关于《孽子》这本小说，谁对新公园里的同志族群给予照料和关怀？,李青父,杨教头,龙子,小玉
